CAMEO_Code,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
POL,Poland,Europe,c,2020,F,2,2,4,4,3,11,4,4,4,4,16,3,3,2,8,0,,35,3,4,3,4,14,3,3,4,10,1,3,4,3,11,4,4,3,3,14,49,84
PRT,Portugal,Europe,c,2020,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,,39,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,4,3,15,57,96
QAT,Qatar,Middle East,c,2020,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,1,3,0,,7,1,2,2,2,7,1,0,1,2,1,1,3,0,5,1,1,1,1,4,18,25
ROU,Romania,Europe,c,2020,F,2,2,4,4,4,12,4,4,3,3,14,4,2,3,9,0,,35,3,3,3,4,13,4,4,3,11,3,3,3,3,12,4,2,3,3,12,48,83
RUS,Russia,Eurasia,c,2020,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,1,2,0,,5,0,1,1,1,3,1,0,2,3,1,1,0,0,2,2,1,2,2,7,15,20
RWA,Rwanda,Africa,c,2020,NF,6,6,0,1,1,2,1,0,0,1,2,1,2,1,4,0,,8,0,2,1,0,3,0,1,1,2,0,1,0,1,2,2,2,2,1,7,14,22
WSM,Samoa,Asia,c,2020,F,2,2,3,3,3,9,3,3,3,3,12,3,3,3,9,0,,30,3,3,4,4,14,4,3,4,11,4,3,4,3,14,3,3,3,3,12,51,81
SMR,San Marino,Europe,c,2020,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,,38,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,4,15,57,95
STP,Sao Tome and Principe,Africa,c,2020,F,2,2,4,4,3,11,4,4,3,4,15,4,2,3,9,0,,35,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,2,2,11,49,84
SAU,Saudi Arabia,Middle East,c,2020,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,0,1,1,2,0,0,0,0,1,1,0,0,2,0,1,0,1,2,6,7
SEN,Senegal,Africa,c,2020,PF,3,3,3,3,3,9,3,3,3,3,12,3,2,3,8,0,,29,2,4,4,3,13,2,4,3,9,2,2,3,2,9,3,3,3,2,11,42,71
SRB,Serbia,Europe,c,2020,PF,4,3,3,2,3,8,3,2,2,3,10,2,1,2,5,0,,23,2,4,3,3,12,4,3,3,10,2,2,3,2,9,4,3,3,2,12,43,66
SYC,Seychelles,Africa,c,2020,PF,3,3,3,4,3,10,3,3,3,2,11,3,3,2,8,0,,29,2,4,3,3,12,3,3,3,9,2,3,3,3,11,3,3,2,3,11,43,72
SLE,Sierra Leone,Africa,c,2020,PF,3,3,3,3,4,10,2,3,3,3,11,3,1,3,7,0,,28,2,4,3,3,12,2,2,2,6,2,2,3,2,9,3,3,2,2,10,37,65
SGP,Singapore,Asia,c,2020,PF,4,4,1,2,1,4,2,2,2,2,8,2,3,2,7,0,,19,2,3,1,2,8,2,1,1,4,1,2,2,2,7,3,3,3,3,12,31,50
SVK,Slovakia,Europe,c,2020,F,1,2,4,4,4,12,4,4,4,3,15,4,3,2,9,0,,36,2,4,4,4,14,4,4,4,12,3,3,3,3,12,4,4,3,3,14,52,88
SVN,Slovenia,Europe,c,2020,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,,39,3,3,4,4,14,4,4,4,12,4,4,4,3,15,4,4,3,3,14,55,94
SLB,Solomon Islands,Asia,c,2020,F,2,2,3,3,3,9,4,4,3,3,14,3,3,1,7,0,,30,4,4,4,4,16,3,4,3,10,4,2,3,2,11,3,3,3,3,12,49,79
SOM,Somalia,Africa,c,2020,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,1,1,0,1,1,3,1,1,1,3,0,0,0,0,0,0,0,0,0,0,6,7
ZAF,South Africa,Africa,c,2020,F,2,2,4,4,4,12,3,3,3,4,13,3,2,3,8,0,,33,3,4,4,4,15,4,4,4,12,3,2,2,2,9,3,3,2,2,10,46,79
KOR,South Korea,Asia,c,2020,F,2,2,4,4,3,11,3,4,3,3,13,4,3,2,9,0,,33,3,4,3,4,14,4,3,4,11,3,3,3,3,12,4,3,3,3,13,50,83
SSD,South Sudan,Africa,c,2020,NF,7,7,0,0,1,1,1,0,0,0,1,0,0,0,0,4,,-2,0,1,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,4,2
ESP,Spain,Europe,c,2020,F,1,1,4,4,4,12,4,4,4,4,16,3,3,4,10,0,,38,3,4,4,3,14,3,4,4,11,4,3,4,3,14,4,4,4,3,15,54,92
LKA,Sri Lanka,Asia,c,2020,PF,4,4,3,3,3,9,3,3,2,2,10,2,1,2,5,1,,23,2,2,2,2,8,3,3,3,9,3,2,2,1,8,2,2,2,2,8,33,56
SDN,Sudan,Africa,c,2020,NF,7,6,0,0,0,0,1,1,1,1,4,0,0,0,0,2,,2,1,1,1,2,5,0,2,1,3,1,0,0,0,1,0,1,0,0,1,10,12
SUR,Suriname,Americas,c,2020,F,2,3,4,4,3,11,4,4,3,3,14,3,2,2,7,0,,32,3,4,4,3,14,4,4,3,11,2,1,3,2,8,3,2,3,2,10,43,75
SWE,Sweden,Europe,c,2020,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
CHE,Switzerland,Europe,c,2020,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
SYR,Syria,Middle East,c,2020,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,-3,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
TWN,Taiwan,Asia,c,2020,F,1,1,4,4,4,12,4,4,3,4,15,4,3,3,10,0,,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,4,3,14,56,93
TJK,Tajikistan,Eurasia,c,2020,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,2,0,1,1,2,0,0,0,1,1,1,1,1,1,4,9,9
TZA,Tanzania,Africa,c,2020,PF,5,5,3,2,1,6,1,1,2,2,6,2,2,1,5,0,,17,1,3,2,1,7,1,1,2,4,2,1,1,1,5,2,2,1,2,7,23,40
THA,Thailand,Asia,c,2020,PF,6,4,0,1,0,1,1,1,0,1,3,0,1,1,2,0,,6,1,3,1,1,6,2,1,2,5,1,1,1,2,5,3,2,3,2,10,26,32
TLS,Timor-Leste,Asia,c,2020,F,2,3,4,4,3,11,4,4,3,3,14,3,2,2,7,0,,32,3,3,4,4,14,3,3,2,8,2,1,3,2,8,3,2,2,2,9,39,71
TGO,Togo,Africa,c,2020,PF,5,4,2,2,1,5,2,1,1,2,6,2,1,2,5,0,,16,2,3,2,2,9,1,2,3,6,2,1,2,1,6,2,2,1,2,7,28,44
TON,Tonga,Asia,c,2020,F,2,2,3,3,3,9,4,4,3,3,14,3,2,2,7,0,,30,2,4,4,4,14,4,3,3,10,3,3,3,3,12,4,3,3,3,13,49,79
TTO,Trinidad and Tobago,Americas,c,2020,F,2,2,4,4,3,11,3,4,3,3,13,4,2,3,9,0,,33,4,4,4,4,16,4,4,3,11,3,2,2,2,9,4,3,3,3,13,49,82
TUN,Tunisia,Africa,c,2020,F,2,3,4,4,4,12,4,4,3,3,14,3,1,2,6,0,,32,2,3,3,4,12,2,2,3,7,2,2,3,2,9,3,2,3,2,10,38,70
TUR,Turkey,Europe,c,2020,NF,5,6,2,2,1,5,2,2,3,1,8,2,1,0,3,0,,16,1,2,1,1,5,1,1,1,3,1,0,1,1,3,1,1,2,1,5,16,32
TKM,Turkmenistan,Eurasia,c,2020,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2
TUV,Tuvalu,Asia,c,2020,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,3,3,3,13,56,93
UGA,Uganda,Africa,c,2020,NF,6,5,1,1,1,3,1,1,1,2,5,1,1,1,3,0,,11,1,3,2,2,8,1,1,2,4,1,1,1,1,4,3,2,1,1,7,23,34
UKR,Ukraine,Eurasia,c,2020,PF,3,3,4,3,2,9,3,4,2,3,12,3,1,2,6,0,,27,2,3,3,3,11,2,2,3,7,1,2,2,2,7,3,2,3,2,10,35,62
ARE,United Arab Emirates,Middle East,c,2020,NF,7,6,0,1,0,1,0,0,1,1,2,0,2,0,2,0,,5,0,1,1,1,3,1,0,1,2,0,1,1,1,3,1,1,1,1,4,12,17
GBR,United Kingdom,Europe,c,2020,F,1,1,4,4,4,12,4,4,4,4,16,3,4,4,11,0,,39,4,4,3,3,14,4,4,4,12,4,4,3,3,14,4,4,4,3,15,55,94
USA,United States,Americas,c,2020,F,2,1,3,4,3,10,4,4,3,3,14,3,3,3,9,0,,33,4,4,4,4,16,4,4,3,11,3,3,3,2,11,4,4,4,3,15,53,86
URY,Uruguay,Americas,c,2020,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,4,4,4,4,16,4,4,4,12,4,3,4,4,15,4,4,4,3,15,58,98
UZB,Uzbekistan,Eurasia,c,2020,NF,7,6,0,0,1,1,0,0,0,0,0,0,0,1,1,0,,2,0,0,1,1,2,0,1,0,1,0,0,1,0,1,1,1,1,1,4,8,10
VUT,Vanuatu,Asia,c,2020,F,2,2,3,4,3,10,4,4,4,3,15,3,2,3,8,0,,33,2,4,4,4,14,4,4,3,11,4,3,3,3,13,4,3,2,2,11,49,82
VEN,Venezuela,Americas,c,2020,NF,7,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,,2,1,3,1,1,6,0,1,1,2,0,0,0,1,1,2,1,2,0,5,14,16
VNM,Vietnam,Asia,c,2020,NF,7,5,0,0,0,0,0,0,0,1,1,0,1,1,2,0,,3,1,1,1,1,4,1,0,0,1,1,1,1,1,4,2,1,3,2,8,17,20
YEM,Yemen,Middle East,c,2020,NF,7,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,1,0,1,1,1,3,1,1,1,3,1,0,0,1,2,0,1,1,0,2,10,11
ZMB,Zambia,Africa,c,2020,PF,4,4,2,2,2,6,2,2,3,3,10,2,2,2,6,0,,22,1,3,3,2,9,2,2,3,7,2,2,2,2,8,3,2,2,1,8,32,54
ZWE,Zimbabwe,Africa,c,2020,PF,5,5,1,1,1,3,2,2,1,1,6,1,1,1,3,0,,12,1,3,2,1,7,1,1,1,3,1,0,0,1,2,2,1,1,1,5,17,29
AFG,Afghanistan,Asia,c,2019,NF,5,6,1,1,1,3,2,2,1,2,7,1,1,1,3,0,,13,2,1,1,2,6,2,1,1,4,1,0,0,1,2,0,1,0,1,2,14,27
ALB,Albania,Europe,c,2019,PF,3,3,3,3,2,8,3,4,3,3,13,3,2,2,7,0,,28,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,68
DZA,Algeria,Africa,c,2019,NF,6,5,1,1,1,3,1,1,1,1,4,1,1,1,3,0,,10,1,1,2,3,7,2,1,1,4,1,1,2,2,6,2,2,2,1,7,24,34
AND,Andorra,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,,39,3,3,4,4,14,4,4,3,11,4,4,4,3,15,4,4,3,4,15,55,94
AGO,Angola,Africa,c,2019,NF,6,5,0,2,1,3,2,1,1,2,6,1,1,0,2,0,,11,1,2,2,2,7,2,2,2,6,1,1,1,1,4,1,1,1,0,3,20,31
ARG,Argentina,Americas,c,2019,F,2,2,4,4,3,11,4,4,4,3,15,3,2,3,8,0,,34,3,4,4,4,15,4,4,3,11,2,3,2,3,10,4,3,4,3,14,50,84
ARM,Armenia,Eurasia,c,2019,PF,4,4,2,2,2,6,3,3,2,2,10,1,1,2,4,0,,20,2,2,2,3,9,3,2,2,7,1,1,2,2,6,3,2,2,2,9,31,51
AUS,Australia,Asia,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,98
AUT,Austria,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,,37,3,3,4,4,14,4,4,4,12,4,4,4,3,15,4,4,4,3,15,56,93
AZE,Azerbaijan,Eurasia,c,2019,NF,7,6,0,0,0,0,1,0,1,0,2,0,0,0,0,0,,2,0,0,1,1,2,0,0,1,1,0,1,0,0,1,1,1,2,1,5,9,11
BHS,Bahamas,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,,38,3,4,4,4,15,4,4,4,12,4,3,4,2,13,3,4,3,3,13,53,91
BHR,Bahrain,Middle East,c,2019,NF,7,6,0,1,1,2,0,0,0,0,0,1,2,0,3,3,,2,0,1,0,1,2,0,0,1,1,0,1,0,0,1,1,2,2,1,6,10,12
BGD,Bangladesh,Asia,c,2019,PF,5,5,2,1,2,5,2,1,2,2,7,2,1,2,5,0,,17,1,2,1,2,6,2,2,1,5,1,1,1,1,4,3,2,2,2,9,24,41
BRB,Barbados,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,96
BLR,Belarus,Eurasia,c,2019,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,1,2,0,,5,0,1,0,1,2,1,1,1,3,0,1,0,1,2,2,2,2,1,7,14,19
BEL,Belgium,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
BLZ,Belize,Americas,c,2019,F,1,2,4,4,4,12,4,4,4,2,14,4,2,4,10,0,,36,3,4,4,4,15,3,4,3,10,3,3,3,3,12,4,3,3,3,13,50,86
BEN,Benin,Africa,c,2019,F,2,2,3,3,3,9,4,3,4,4,15,3,2,3,8,0,,32,3,4,4,4,15,4,4,3,11,2,3,3,3,11,3,3,2,2,10,47,79
BTN,Bhutan,Asia,c,2019,PF,3,4,3,4,3,10,3,4,2,2,11,3,3,3,9,1,,29,2,2,2,3,9,2,2,1,5,3,2,2,1,8,2,2,2,2,8,30,59
BOL,Bolivia,Americas,c,2019,PF,3,3,4,4,2,10,3,2,3,3,11,3,2,2,7,0,,28,2,4,4,4,14,3,3,3,9,1,1,2,2,6,3,2,3,2,10,39,67
BIH,Bosnia and Herzegovina,Europe,c,2019,PF,4,4,2,2,2,6,3,2,2,2,9,2,1,1,4,0,,19,2,3,2,3,10,3,2,2,7,1,2,2,2,7,3,2,3,2,10,34,53
BWA,Botswana,Africa,c,2019,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,,28,2,4,3,3,12,4,4,2,10,3,3,3,2,11,3,3,2,3,11,44,72
BRA,Brazil,Americas,c,2019,F,2,2,3,3,4,10,4,4,3,3,14,2,2,2,6,0,,30,3,4,4,4,15,3,3,3,9,3,2,1,2,8,4,3,3,3,13,45,75
BRN,Brunei,Asia,c,2019,NF,6,5,0,0,0,0,1,0,1,1,3,0,3,1,4,0,,7,1,1,2,2,6,1,1,1,3,1,2,2,1,6,2,2,1,2,7,22,29
BGR,Bulgaria,Europe,c,2019,F,2,2,4,4,3,11,4,4,3,3,14,4,2,2,8,0,,33,3,3,4,4,14,4,4,3,11,3,2,3,2,10,4,3,3,2,12,47,80
BFA,Burkina Faso,Africa,c,2019,PF,4,3,2,2,3,7,2,3,2,3,10,2,2,2,6,0,,23,3,4,3,3,13,3,3,3,9,2,2,1,2,7,2,2,2,2,8,37,60
BDI,Burundi,Africa,c,2019,NF,7,6,0,0,0,0,1,0,0,2,3,0,0,0,0,0,,3,0,3,2,0,5,0,0,1,1,0,0,0,1,1,1,1,1,1,4,11,14
KHM,Cambodia,Asia,c,2019,NF,6,5,0,0,1,1,0,0,1,1,2,1,1,1,3,0,,6,1,3,2,2,8,1,1,1,3,0,1,1,1,3,2,1,2,1,6,20,26
CMR,Cameroon,Africa,c,2019,NF,6,6,0,1,0,1,1,0,1,1,3,1,1,1,3,0,,7,0,2,2,1,5,0,1,1,2,0,1,0,0,1,1,1,1,1,4,12,19
CAN,Canada,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,99
CAF,Central African Republic,Africa,c,2019,NF,7,7,1,1,1,3,1,1,0,0,2,0,0,0,0,1,,4,1,0,2,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,9
TCD,Chad,Africa,c,2019,NF,7,6,1,0,0,1,1,0,0,0,1,1,0,0,1,0,,3,1,1,2,2,6,1,1,2,4,0,1,0,0,1,1,1,0,1,3,14,17
CHL,Chile,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,,37,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,4,3,15,57,94
CHN,China,Asia,c,2019,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,1,2,3,,-1,0,0,1,1,2,1,0,1,2,1,1,0,0,2,1,1,2,2,6,12,11
COL,Colombia,Americas,c,2019,PF,3,3,4,3,3,10,3,3,2,3,11,3,2,3,8,0,,29,2,4,3,3,12,2,2,2,6,3,2,2,2,9,3,2,3,2,10,37,66
COM,Comoros,Africa,c,2019,PF,4,4,3,3,2,8,2,2,3,2,9,2,1,1,4,0,,21,2,2,3,3,10,1,2,3,6,1,2,2,2,7,2,2,1,1,6,29,50
CRI,Costa Rica,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91
HRV,Croatia,Europe,c,2019,F,1,2,4,4,4,12,4,4,3,3,14,4,3,3,10,0,,36,3,3,3,4,13,4,4,4,12,3,3,3,2,11,4,3,3,3,13,49,85
CUB,Cuba,Americas,c,2019,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,1,3,0,1,5,0,0,0,0,0,0,1,1,2,1,1,3,1,6,13,14
CYP,Cyprus,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,,38,4,4,3,4,15,4,4,4,12,4,4,4,3,15,3,4,4,3,14,56,94
CZE,Czech Republic,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,2,3,9,0,,36,3,3,4,4,14,4,4,4,12,3,4,4,3,14,4,4,4,3,15,55,91
DNK,Denmark,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,4,15,57,97
DJI,Djibouti,Africa,c,2019,NF,6,5,0,1,1,2,1,0,1,1,3,0,1,1,2,0,,7,1,1,2,2,6,0,1,2,3,0,2,1,1,4,2,2,1,1,6,19,26
DMA,Dominica,Americas,c,2019,F,1,1,4,4,3,11,4,4,4,4,16,4,3,3,10,0,,37,3,4,4,4,15,3,4,4,11,4,4,4,3,15,4,4,3,4,15,56,93
DOM,Dominican Republic,Americas,c,2019,PF,3,3,3,3,3,9,3,3,3,1,10,3,2,2,7,0,,26,2,4,4,4,14,3,4,3,10,3,2,2,1,8,2,3,2,2,9,41,67
ECU,Ecuador,Americas,c,2019,PF,3,3,3,3,1,7,3,2,3,3,11,3,2,2,7,0,,25,2,4,3,3,12,3,3,3,9,1,2,2,2,7,3,2,3,2,10,38,63
EGY,Egypt,Africa,c,2019,NF,6,6,0,1,1,2,0,0,1,2,3,1,1,1,3,0,,8,1,1,1,1,4,0,0,1,1,1,1,0,1,3,1,2,2,1,6,14,22
SLV,El Salvador,Americas,c,2019,F,2,3,4,3,4,11,4,4,2,3,13,3,2,3,8,0,,32,2,4,3,3,12,3,3,2,8,2,2,1,2,7,2,2,2,2,8,35,67
GNQ,Equatorial Guinea,Africa,c,2019,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,3,6,6
ERI,Eritrea,Africa,c,2019,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
EST,Estonia,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,,38,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,3,3,14,56,94
SWZ,Eswatini,Africa,c,2019,NF,7,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,1,2,1,1,5,0,1,1,2,1,1,1,1,4,1,1,1,1,4,15,16
ETH,Ethiopia,Africa,c,2019,NF,6,6,0,0,1,1,1,1,0,1,3,0,2,1,3,0,,7,1,2,0,1,4,1,1,0,2,1,0,0,1,2,1,1,1,1,4,12,19
FJI,Fiji,Asia,c,2019,PF,3,3,3,2,3,8,3,1,2,3,9,3,2,2,7,0,,24,2,4,3,3,12,3,3,2,8,2,1,2,2,7,3,3,2,2,10,37,61
FIN,Finland,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
FRA,France,Europe,c,2019,F,1,2,4,4,4,12,4,4,4,3,15,4,3,4,11,0,,38,4,3,4,3,14,3,4,4,11,4,3,3,3,13,4,4,3,3,14,52,90
GAB,Gabon,Africa,c,2019,NF,7,5,0,0,0,0,1,0,0,1,2,0,1,1,2,0,,4,1,3,2,2,8,1,1,1,3,0,1,1,1,3,2,1,1,1,5,19,23
GEO,Georgia,Eurasia,c,2019,PF,3,3,2,3,3,8,3,3,2,2,10,2,2,3,7,0,,25,2,2,3,3,10,3,3,2,8,2,2,2,2,8,4,3,3,2,12,38,63
DEU,Germany,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,,39,4,3,4,3,14,4,4,4,12,4,4,3,3,14,4,4,4,3,15,55,94
GHA,Ghana,Africa,c,2019,F,1,2,4,4,4,12,3,4,4,3,14,4,3,3,10,0,,36,3,3,4,4,14,4,4,3,11,2,3,3,3,11,3,3,3,2,11,47,83
GRC,Greece,Europe,c,2019,F,1,2,4,4,4,12,4,4,4,3,15,3,3,3,9,0,,36,3,3,4,4,14,4,4,4,12,3,3,3,2,11,4,3,4,3,14,51,87
GRD,Grenada,Americas,c,2019,F,1,2,4,4,3,11,4,4,4,4,16,4,3,3,10,0,,37,3,4,4,4,15,4,4,3,11,4,3,3,3,13,4,3,3,3,13,52,89
GTM,Guatemala,Americas,c,2019,PF,4,4,3,3,2,8,3,3,2,2,10,2,1,1,4,0,,22,2,4,3,2,11,2,2,2,6,2,1,2,1,6,3,2,2,1,8,31,53
GIN,Guinea,Africa,c,2019,PF,5,4,3,1,2,6,2,2,2,2,8,1,1,1,3,0,,17,2,3,3,3,11,1,2,2,5,1,1,1,1,4,2,2,1,1,6,26,43
GNB,Guinea-Bissau,Africa,c,2019,PF,5,4,2,2,2,6,3,2,1,2,8,1,0,0,1,0,,15,2,3,3,3,11,1,3,3,7,1,0,1,2,4,2,1,1,1,5,27,42
GUY,Guyana,Americas,c,2019,F,2,3,4,4,3,11,4,4,3,2,13,4,2,2,8,0,,32,3,4,4,4,15,4,4,3,11,2,2,2,2,8,3,2,2,2,9,43,75
HTI,Haiti,Americas,c,2019,PF,5,5,2,1,2,5,2,1,2,2,7,2,1,2,5,0,,17,2,3,2,3,10,2,1,1,4,1,1,1,1,4,2,2,2,0,6,24,41
HND,Honduras,Americas,c,2019,PF,4,4,2,3,2,7,3,2,1,2,8,2,2,1,5,0,,20,1,4,2,2,9,1,1,2,4,1,2,1,1,5,2,2,2,2,8,26,46
HUN,Hungary,Europe,c,2019,PF,3,3,3,3,3,9,3,2,3,3,11,3,2,2,7,0,,27,2,3,2,3,10,4,2,4,10,2,3,3,2,10,4,3,3,3,13,43,70
ISL,Iceland,Europe,c,2019,F,1,1,4,4,4,12,4,4,3,4,15,4,3,3,10,0,,37,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,94
IND,India,Asia,c,2019,F,2,3,4,4,4,12,4,4,3,3,14,4,2,3,9,0,,35,2,2,3,4,11,4,3,3,10,3,2,2,2,9,3,3,2,2,10,40,75
IDN,Indonesia,Asia,c,2019,PF,2,4,4,4,3,11,4,4,3,2,13,3,1,2,6,0,,30,3,1,3,4,11,2,2,3,7,2,1,1,1,5,3,2,2,2,9,32,62
IRN,Iran,Middle East,c,2019,NF,6,6,1,1,1,3,0,1,0,1,2,1,0,1,2,0,,7,1,0,1,1,3,0,0,1,1,1,1,0,1,3,1,1,1,1,4,11,18
IRQ,Iraq,Middle East,c,2019,NF,5,6,2,3,3,8,3,3,1,1,8,1,0,1,2,1,,17,1,1,1,2,5,1,2,2,5,0,0,1,0,1,1,1,1,1,4,15,32
IRL,Ireland,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,,39,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,4,4,16,58,97
ISR,Israel,Middle East,c,2019,F,2,3,4,4,4,12,3,4,4,2,13,4,3,3,10,0,,35,3,3,3,3,12,3,2,4,9,4,3,2,2,11,3,3,3,2,11,43,78
ITA,Italy,Europe,c,2019,F,1,1,4,4,4,12,4,4,3,3,14,4,3,3,10,0,,36,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,3,4,3,14,53,89
JAM,Jamaica,Americas,c,2019,F,2,2,4,4,4,12,4,4,2,3,13,4,3,2,9,0,,34,4,4,4,3,15,3,4,3,10,3,2,2,1,8,3,3,2,3,11,44,78
JPN,Japan,Asia,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,,40,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,3,14,56,96
JOR,Jordan,Middle East,c,2019,PF,5,5,0,1,2,3,2,1,1,2,6,0,2,1,3,0,,12,1,2,2,2,7,1,1,1,3,2,1,2,2,7,2,2,2,2,8,25,37
KAZ,Kazakhstan,Eurasia,c,2019,NF,7,5,0,0,1,1,1,0,1,1,3,0,1,0,1,0,,5,0,1,2,1,4,0,1,0,1,1,1,1,1,4,2,2,2,2,8,17,22
KEN,Kenya,Africa,c,2019,PF,4,4,1,3,2,6,2,2,2,2,8,2,1,2,5,0,,19,2,2,3,3,10,2,2,3,7,2,1,1,1,5,2,1,2,2,7,29,48
KIR,Kiribati,Asia,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,3,3,3,13,56,93
KWT,Kuwait,Middle East,c,2019,PF,5,5,0,1,1,2,2,2,2,1,7,1,1,2,4,0,,13,1,2,2,1,6,1,2,1,4,1,2,2,2,7,2,1,2,1,6,23,36
KGZ,Kyrgyzstan,Eurasia,c,2019,PF,5,4,1,2,1,4,2,1,1,1,5,1,1,2,4,1,,12,2,2,3,3,10,1,2,2,5,1,1,1,1,4,2,2,2,1,7,26,38
LAO,Laos,Asia,c,2019,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,1,2,0,,2,0,2,1,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,6,12,14
